S&P 500,SP,BofA AAA US ,BofA,MCSI REIT Index,MCSI
2476.55,0.20,546.450,-0.16,"1,226.39",-0.09
#N/A,#N/A,545.910,-0.10,"1,220.68",-0.47
2457.85,#N/A,546.820,0.17,"1,228.42",0.63
2465.54,0.31,545.450,-0.25,"1,232.26",0.31
2465.10,-0.02,547.950,0.46,"1,227.95",-0.35
2461.43,-0.15,548.620,0.12,"1,242.61",1.19
2488.11,1.08,548.500,-0.02,"1,244.24",0.13
2496.48,0.34,548.630,0.02,"1,239.05",-0.42
2498.37,0.08,548.970,0.06,"1,253.52",1.17
2495.62,-0.11,548.860,-0.02,"1,254.63",0.09
2500.23,0.18,547.980,-0.16,"1,248.37",-0.50
2503.87,0.15,548.220,0.04,"1,246.50",-0.15
2506.65,0.11,547.210,-0.18,"1,246.69",0.02
2508.24,0.06,545.980,-0.22,"1,251.92",0.42
2500.60,-0.30,545.090,-0.16,"1,259.07",0.57
2502.22,0.06,545.130,0.01,"1,280.22",1.68
2496.66,-0.22,545.030,-0.02,"1,275.96",-0.33
2496.84,0.01,545.970,0.17,"1,260.39",-1.22
2507.04,0.41,546.600,0.12,"1,248.97",-0.91
2510.06,0.12,547.120,0.10,"1,259.93",0.88
2519.36,0.37,546.940,-0.03,"1,265.83",0.47
2529.12,0.39,546.990,0.01,"1,267.32",0.12
2534.58,0.22,546.720,-0.05,"1,256.45",-0.86
2537.74,0.12,547.280,0.10,"1,254.10",-0.19
2552.07,0.56,547.540,0.05,"1,254.48",0.03
2549.33,-0.11,548.040,0.09,"1,248.13",-0.51
2544.73,-0.18,546.690,-0.25,"1,245.01",-0.25
2550.64,0.23,547.170,0.09,"1,245.08",0.01
2555.24,0.18,546.230,-0.17,"1,255.70",0.85
2550.93,-0.17,545.220,-0.18,"1,249.75",-0.47
2553.17,0.09,544.490,-0.13,"1,249.92",0.01
2557.64,0.18,545.230,0.14,"1,241.34",-0.69
2559.36,0.07,543.890,-0.25,"1,221.75",-1.58
2561.26,0.07,541.660,-0.41,"1,235.08",1.09
2562.10,0.03,542.650,0.18,"1,239.10",0.33
2575.21,0.51,542.680,0.01,"1,227.10",-0.97
2564.98,-0.40,544.210,0.28,"1,226.26",-0.07
2569.13,0.16,543.750,-0.08,"1,214.19",-0.98
2557.15,-0.47,#N/A,#N/A,"1,199.28",-1.23
2560.40,0.13,544.020,#N/A,"1,176.75",-1.88
2581.07,0.81,545.630,0.30,"1,176.35",-0.03
2572.83,-0.32,545.610,0.00,"1,187.45",0.94
2575.26,0.09,544.760,-0.16,"1,181.05",-0.54
2579.36,0.16,#N/A,#N/A,"1,183.51",0.21
2579.85,0.02,541.200,#N/A,"1,177.88",-0.48
2587.84,0.31,539.220,-0.37,"1,177.65",-0.02
2591.13,0.13,538.940,-0.05,"1,178.97",0.11
2590.64,-0.02,539.580,0.12,"1,172.11",-0.58
2594.38,0.14,540.770,0.22,"1,161.29",-0.92
2584.62,-0.38,541.280,0.09,"1,164.52",0.28
2582.30,-0.09,540.410,-0.16,"1,165.70",0.10
2584.84,0.10,541.230,0.15,"1,171.14",0.47
2578.87,-0.23,541.930,0.13,"1,168.62",-0.22
2564.62,-0.55,542.980,0.19,"1,160.91",-0.66
2585.64,0.82,543.030,0.01,"1,154.58",-0.55
2578.85,-0.26,541.160,-0.34,"1,163.22",0.75
2582.14,0.13,542.550,0.26,"1,159.22",-0.34
2599.03,0.65,542.700,0.03,"1,154.13",-0.44
2597.08,-0.08,543.010,0.06,"1,153.18",-0.08
#N/A,#N/A,542.890,-0.02,"1,153.05",-0.01
2602.42,#N/A,542.470,-0.08,"1,147.28",-0.50
2601.42,-0.04,538.820,-0.67,"1,144.40",-0.25
2627.04,0.98,538.270,-0.10,"1,144.45",0.00
2626.07,-0.04,537.580,-0.13,"1,130.80",-1.19
2647.58,0.82,536.660,-0.17,"1,131.43",0.06
2642.22,-0.20,536.840,0.03,"1,122.24",-0.81
2639.44,-0.11,536.170,-0.12,"1,134.91",1.13
2629.57,-0.37,537.440,0.24,"1,152.01",1.51
2629.27,-0.01,535.970,-0.27,"1,174.54",1.96
2636.98,0.29,537.470,0.28,"1,162.95",-0.99
2651.50,0.55,538.270,0.15,"1,174.88",1.03
2659.99,0.32,538.180,-0.02,"1,167.39",-0.64
2664.11,0.15,538.990,0.15,"1,194.09",2.29
2662.85,-0.05,537.500,-0.28,"1,194.05",0.00
2652.01,-0.41,536.270,-0.23,"1,181.77",-1.03
2675.81,0.90,538.200,0.36,"1,169.26",-1.06
2690.16,0.54,537.660,-0.10,"1,166.49",-0.24
2681.47,-0.32,537.820,0.03,"1,149.44",-1.46
2679.25,-0.08,536.320,-0.28,"1,148.52",-0.08
2684.57,0.20,536.330,0.00,"1,129.39",-1.67
2683.34,-0.05,538.010,0.31,"1,140.26",0.96
#N/A,#N/A,538.710,0.13,"1,142.88",0.23
2680.50,#N/A,541.440,0.51,"1,145.06",0.19
2682.62,0.08,541.980,0.10,"1,140.74",-0.38
2687.54,0.18,541.190,-0.15,"1,130.40",-0.91
2673.61,-0.52,541.510,0.06,"1,118.54",-1.05
#N/A,#N/A,542.490,0.18,"1,139.21",1.85
2695.81,#N/A,541.310,-0.22,"1,158.79",1.72
2713.06,0.64,540.730,-0.11,"1,157.89",-0.08
2723.99,0.40,538.980,-0.32,"1,152.57",-0.46
2743.15,0.70,537.060,-0.36,"1,143.79",-0.76
2747.71,0.17,535.160,-0.35,"1,150.47",0.58
2751.29,0.13,535.290,0.02,"1,155.46",0.43
2748.23,-0.11,536.600,0.24,"1,146.98",-0.73
2767.56,0.70,536.690,0.02,"1,150.05",0.27
2786.24,0.67,535.890,-0.15,"1,143.00",-0.61
#N/A,#N/A,536.900,0.19,"1,150.55",0.66
2776.42,#N/A,538.350,0.27,"1,148.24",-0.20
2802.56,0.94,540.210,0.35,"1,155.17",0.60
2798.03,-0.16,538.780,-0.26,"1,156.80",0.14
2810.30,0.44,539.010,0.04,"1,158.92",0.18
2832.97,0.81,539.730,0.13,"1,151.58",-0.63
2839.13,0.22,539.540,-0.04,"1,155.21",0.32
2837.54,-0.06,540.000,0.09,"1,132.91",-1.93
2839.25,0.06,541.570,0.29,"1,122.70",-0.90
2872.87,1.18,540.860,-0.13,"1,121.99",-0.06
2853.53,-0.67,#N/A,#N/A,"1,128.55",0.58
2822.43,-1.09,540.960,#N/A,"1,128.55",0.00
2823.81,0.05,541.700,0.14,"1,139.05",0.93
2821.98,-0.06,540.890,-0.15,"1,144.09",0.44
2762.13,-2.12,542.590,0.31,"1,127.79",-1.42
2648.94,-4.10,544.930,0.43,"1,115.00",-1.13
2695.14,1.74,548.630,0.68,"1,115.05",0.00
2681.66,-0.50,547.120,-0.28,"1,115.90",0.08
2581.00,-3.75,546.280,-0.15,"1,090.68",-2.26
2619.55,1.49,544.190,-0.38,"1,095.32",0.43
2656.00,1.39,544.810,0.11,"1,089.26",-0.55
2662.94,0.26,547.540,0.50,"1,100.19",1.00
2698.63,1.34,548.700,0.21,"1,097.38",-0.26
2731.20,1.21,547.690,-0.18,"1,097.71",0.03
2732.22,0.04,547.960,0.05,"1,093.29",-0.40
#N/A,#N/A,548.790,0.15,"1,085.06",-0.75
2716.26,#N/A,547.900,-0.16,"1,055.59",-2.72
2701.33,-0.55,548.170,0.05,"1,059.01",0.32
2703.96,0.10,547.990,-0.03,"1,065.37",0.60
2747.30,1.60,548.150,0.03,"1,043.47",-2.06
2779.60,1.18,547.540,-0.11,"1,044.65",0.11
2744.28,-1.27,549.540,0.37,"1,048.08",0.33
2713.83,-1.11,549.060,-0.09,"1,037.96",-0.97
2677.67,-1.33,548.950,-0.02,"1,031.72",-0.60
2691.25,0.51,550.610,0.30,"1,022.59",-0.88
2720.94,1.10,550.860,0.05,"1,013.79",-0.86
2728.12,0.26,546.570,-0.78,995.54,-1.80
2726.80,-0.05,545.690,-0.16,984.81,-1.08
2738.97,0.45,545.010,-0.12,998.14,1.35
2786.57,1.74,545.840,0.15,991.48,-0.67
2783.02,-0.13,545.100,-0.14,"1,010.46",1.91
2765.31,-0.64,541.930,-0.58,"1,040.29",2.95
2749.48,-0.57,541.410,-0.10,"1,061.80",2.07
2747.33,-0.08,539.760,-0.30,"1,061.46",-0.03
2752.01,0.17,540.870,0.21,"1,053.57",-0.74
2712.92,-1.42,543.370,0.46,"1,063.93",0.98
2716.94,0.15,540.200,-0.58,"1,062.59",-0.13
2711.93,-0.18,540.020,-0.03,"1,041.15",-2.02
2643.69,-2.52,540.900,0.16,"1,049.43",0.80
2588.26,-2.10,538.700,-0.41,"1,070.39",2.00
2658.55,2.72,539.060,0.07,"1,047.40",-2.15
2612.62,-1.73,539.770,0.13,"1,054.15",0.64
2605.00,-0.29,539.920,0.03,"1,026.23",-2.65
2640.87,1.38,536.080,-0.71,"1,019.65",-0.64
#N/A,#N/A,536.530,0.08,"1,048.91",2.87
2581.88,#N/A,536.040,-0.09,"1,043.33",-0.53
2614.45,1.26,534.880,-0.22,"1,050.67",0.70
2644.69,1.16,536.020,0.21,"1,052.15",0.14
2662.84,0.69,534.920,-0.21,"1,067.80",1.49
2604.47,-2.19,535.940,0.19,"1,075.77",0.75
2613.16,0.33,536.150,0.04,"1,068.92",-0.64
2656.87,1.67,532.600,-0.66,"1,083.54",1.37
2642.19,-0.55,530.950,-0.31,"1,104.71",1.95
2663.99,0.83,531.130,0.03,"1,108.78",0.37
2656.30,-0.29,529.960,-0.22,"1,086.78",-1.98
2677.84,0.81,531.730,0.33,"1,100.94",1.30
2706.39,1.07,533.450,0.32,"1,110.29",0.85
2708.64,0.08,531.780,-0.31,"1,116.05",0.52
2693.13,-0.57,531.900,0.02,"1,105.86",-0.91
2670.14,-0.85,528.080,-0.72,"1,099.84",-0.54
2670.29,0.01,523.240,-0.92,"1,100.01",0.02
2634.56,-1.34,521.020,-0.42,"1,088.75",-1.02
2639.40,0.18,519.990,-0.20,"1,085.32",-0.32
2666.94,1.04,518.690,-0.25,"1,081.27",-0.37
2669.91,0.11,520.630,0.37,"1,093.95",1.17
2648.05,-0.82,522.500,0.36,"1,099.09",0.47
2654.80,0.25,523.810,0.25,"1,078.07",-1.91
2635.67,-0.72,523.920,0.02,"1,066.81",-1.04
2629.73,-0.23,524.610,0.13,"1,062.75",-0.38
2663.42,1.28,525.500,0.17,"1,064.94",0.21
2672.63,0.35,524.610,-0.17,"1,072.99",0.76
2671.92,-0.03,524.660,0.01,"1,079.28",0.59
2697.79,0.97,517.280,-1.41,"1,080.35",0.10
2723.07,0.94,520.390,0.60,"1,083.96",0.33
2727.72,0.17,520.400,0.00,"1,062.91",-1.94
2730.13,0.09,518.990,-0.27,"1,079.78",1.59
2711.45,-0.68,522.730,0.72,"1,102.81",2.13
2722.46,0.41,521.760,-0.19,"1,087.61",-1.38
2720.13,-0.09,523.460,0.33,"1,096.50",0.82
2712.97,-0.26,524.630,0.22,"1,087.25",-0.84
2733.01,0.74,525.960,0.25,"1,081.98",-0.48
2724.44,-0.31,523.950,-0.38,"1,087.76",0.53
2733.29,0.32,526.080,0.41,"1,085.82",-0.18
2727.76,-0.20,526.690,0.12,"1,072.82",-1.20
2721.33,-0.24,525.410,-0.24,"1,069.34",-0.32
#N/A,#N/A,523.270,-0.41,"1,059.55",-0.92
2689.86,#N/A,522.840,-0.08,"1,059.14",-0.04
2724.01,1.27,524.980,0.41,"1,047.65",-1.08
2705.27,-0.69,523.520,-0.28,"1,060.19",1.20
2734.62,1.08,523.100,-0.08,"1,069.24",0.85
2746.87,0.45,523.710,0.12,"1,067.70",-0.14
2748.80,0.07,518.870,-0.92,"1,055.87",-1.11
2772.35,0.86,523.030,0.80,"1,075.06",1.82
2770.37,-0.07,521.700,-0.25,"1,109.83",3.23
2779.03,0.31,521.690,0.00,"1,105.58",-0.38
2782.00,0.11,523.120,0.27,"1,110.44",0.44
2786.85,0.17,523.560,0.08,"1,121.75",1.02
2775.63,-0.40,523.820,0.05,"1,098.60",-2.06
2782.49,0.25,522.630,-0.23,"1,108.88",0.94
2779.66,-0.10,518.870,-0.72,"1,110.69",0.16
2773.75,-0.21,518.970,0.02,"1,109.95",-0.07
2762.59,-0.40,516.870,-0.40,"1,110.01",0.01
2767.32,0.17,514.500,-0.46,"1,110.00",0.00
2749.76,-0.63,512.370,-0.41,"1,121.64",1.05
2754.88,0.19,514.520,0.42,"1,111.87",-0.87
2717.07,-1.37,513.030,-0.29,"1,116.12",0.38
2723.06,0.22,512.080,-0.19,"1,116.16",0.00
2699.63,-0.86,515.280,0.62,"1,100.63",-1.39
2716.31,0.62,516.240,0.19,"1,092.49",-0.74
2718.37,0.08,519.790,0.69,"1,077.48",-1.37
2726.71,0.31,517.430,-0.45,"1,085.70",0.76
2713.22,-0.49,519.310,0.36,"1,094.50",0.81
#N/A,#N/A,#N/A,#N/A,"1,087.55",-0.63
2736.61,#N/A,520.530,#N/A,"1,089.06",0.14
2759.82,0.85,516.430,-0.79,"1,080.21",-0.81
2784.17,0.88,515.020,-0.27,"1,068.14",-1.12
2793.84,0.35,511.340,-0.71,"1,072.24",0.38
2774.02,-0.71,512.310,0.19,"1,053.83",-1.72
2798.29,0.87,514.220,0.37,"1,045.62",-0.78
2801.31,0.11,511.880,-0.46,"1,040.83",-0.46
2798.43,-0.10,513.160,0.25,"1,033.13",-0.74
2809.55,0.40,513.690,0.10,"1,021.02",-1.17
2815.62,0.22,513.750,0.01,"1,041.23",1.98
2804.49,-0.40,513.900,0.03,"1,036.33",-0.47
2801.83,-0.09,514.360,0.09,"1,046.68",1.00
2806.98,0.18,518.710,0.85,"1,039.50",-0.69
2820.40,0.48,517.520,-0.23,"1,053.66",1.36
2846.07,0.91,518.990,0.28,"1,044.09",-0.91
2837.44,-0.30,519.740,0.14,"1,046.80",0.26
2818.82,-0.66,522.250,0.48,"1,035.60",-1.07
2802.60,-0.58,523.600,0.26,"1,024.08",-1.11
2816.29,0.49,522.260,-0.26,"1,014.68",-0.92
2813.36,-0.10,522.720,0.09,"1,014.14",-0.05
2827.22,0.49,522.460,-0.05,996.45,-1.74
2840.35,0.46,521.270,-0.23,993.71,-0.27
2850.40,0.35,521.820,0.11,"1,005.76",1.21
2858.45,0.28,522.240,0.08,990.04,-1.56
2857.70,-0.03,521.070,-0.22,"1,010.09",2.03
2853.58,-0.14,522.200,0.22,"1,007.31",-0.28
2833.28,-0.71,522.150,-0.01,996.41,-1.08
2821.93,-0.40,521.130,-0.20,"1,015.96",1.96
2839.96,0.64,520.680,-0.09,"1,039.75",2.34
2818.37,-0.76,521.290,0.12,"1,041.33",0.15
2840.69,0.79,521.450,0.03,"1,021.96",-1.86
2850.13,0.33,520.340,-0.21,995.1,-2.63
2857.05,0.24,522.630,0.44,"1,022.09",2.71
2862.96,0.21,525.250,0.50,"1,072.93",4.97
2861.82,-0.04,525.510,0.05,"1,092.93",1.86
2856.98,-0.17,524.680,-0.16,"1,100.50",0.69
2874.69,0.62,527.680,0.57,"1,107.73",0.66
2896.74,0.77,528.640,0.18,"1,105.71",-0.18
2897.52,0.03,527.440,-0.23,"1,095.75",-0.90
2914.04,0.57,528.290,0.16,"1,090.06",-0.52
2901.13,-0.44,528.080,-0.04,"1,089.86",-0.02
2901.52,0.01,527.940,-0.03,"1,086.45",-0.31
#N/A,#N/A,527.550,-0.07,"1,078.74",-0.71
2896.72,#N/A,527.390,-0.03,"1,082.66",0.36
2888.60,-0.28,524.980,-0.46,"1,079.48",-0.29
2878.05,-0.37,525.250,0.05,"1,077.90",-0.15
2871.68,-0.22,522.950,-0.44,"1,085.17",0.67
2877.13,0.19,523.360,0.08,"1,092.81",0.70
2887.89,0.37,524.820,0.28,"1,086.50",-0.58
2888.92,0.04,520.330,-0.86,"1,078.09",-0.77
2904.18,0.53,520.490,0.03,"1,083.57",0.51
2904.98,0.03,519.820,-0.13,"1,077.12",-0.60
2888.80,-0.56,521.130,0.25,"1,075.75",-0.13
2904.31,0.54,522.790,0.32,"1,074.13",-0.15
2907.95,0.13,522.350,-0.08,"1,070.40",-0.35
2930.75,0.78,524.820,0.47,"1,083.51",1.22
2929.67,-0.04,523.090,-0.33,"1,079.29",-0.39
2919.37,-0.35,520.120,-0.57,"1,082.54",0.30
2915.56,-0.13,520.910,0.15,"1,080.81",-0.16
2905.97,-0.33,522.610,0.33,"1,085.05",0.39
2914.00,0.28,523.160,0.11,"1,076.33",-0.80
2913.98,0.00,525.100,0.37,"1,074.90",-0.13
2924.59,0.36,523.940,-0.22,"1,072.19",-0.25
2923.43,-0.04,523.990,0.01,"1,070.70",-0.14
2925.51,0.07,524.040,0.01,"1,062.27",-0.79
2901.61,-0.82,524.090,0.01,"1,066.69",0.42
2885.57,-0.55,521.930,-0.41,"1,071.10",0.41
2884.43,-0.04,523.000,0.21,"1,054.82",-1.52
2880.34,-0.14,520.320,-0.51,"1,048.94",-0.56
2785.68,-3.29,520.040,-0.05,"1,045.94",-0.29
2728.37,-2.06,519.880,-0.03,"1,030.08",-1.52
2767.13,1.42,520.840,0.18,"1,029.02",-0.10
2750.79,-0.59,523.190,0.45,"1,045.80",1.63
2809.92,2.15,521.690,-0.29,"1,040.85",-0.47
2809.21,-0.03,521.720,0.01,"1,051.50",1.02
2768.78,-1.44,522.730,0.19,"1,058.13",0.63
2767.78,-0.04,522.240,-0.09,"1,066.59",0.80
2755.88,-0.43,523.140,0.17,"1,077.37",1.01
2740.69,-0.55,522.340,-0.15,"1,086.33",0.83
2656.10,-3.09,522.530,0.04,"1,071.35",-1.38
2705.57,1.86,524.970,0.47,"1,062.80",-0.80
2658.69,-1.73,524.120,-0.16,"1,054.32",-0.80
2641.25,-0.66,521.970,-0.41,"1,059.96",0.53
2682.63,1.57,#N/A,#N/A,"1,061.94",0.19
2711.74,1.09,521.410,#N/A,"1,056.04",-0.56
2740.37,1.06,521.190,-0.04,"1,048.31",-0.73
2723.06,-0.63,522.740,0.30,"1,056.18",0.75
2738.31,0.56,521.500,-0.24,"1,058.35",0.21
2755.45,0.63,#N/A,#N/A,"1,070.20",1.12
2813.89,2.12,522.560,#N/A,"1,072.95",0.26
2806.83,-0.25,522.550,0.00,"1,088.42",1.44
2781.01,-0.92,524.120,0.30,"1,098.25",0.90
2726.22,-1.97,524.960,0.16,"1,085.50",-1.16
2722.18,-0.15,523.610,-0.26,"1,097.06",1.06
2701.58,-0.76,524.680,0.20,"1,100.45",0.31
2730.20,1.06,528.390,0.71,"1,089.45",-1.00
2736.27,0.22,529.410,0.19,"1,098.21",0.80
2690.73,-1.66,527.990,-0.27,"1,098.62",0.04
2641.89,-1.82,527.220,-0.15,"1,104.48",0.53
2649.93,0.30,528.680,0.28,"1,106.18",0.15
#N/A,#N/A,529.520,0.16,"1,109.10",0.26
2632.56,#N/A,529.670,0.03,"1,112.28",0.29
2673.45,1.55,530.130,0.09,"1,101.65",-0.96
2682.17,0.33,528.720,-0.27,"1,080.53",-1.92
2743.79,2.30,531.750,0.57,"1,091.75",1.04
2737.76,-0.22,532.310,0.11,"1,088.33",-0.31
2760.17,0.82,531.110,-0.23,"1,105.64",1.59
2790.37,1.09,531.900,0.15,"1,090.55",-1.36
2700.06,-3.24,534.170,0.43,"1,074.59",-1.46
#N/A,#N/A,533.640,-0.10,"1,077.43",0.26
2695.95,#N/A,534.610,0.18,"1,101.88",2.27
2633.08,-2.33,537.680,0.57,"1,099.82",-0.19
2637.72,0.18,535.740,-0.36,"1,091.11",-0.79
2636.78,-0.04,533.780,-0.37,"1,109.17",1.66
2651.07,0.54,532.600,-0.22,"1,132.05",2.06
2650.54,-0.02,533.590,0.19,"1,134.84",0.25
2599.95,-1.91,533.670,0.01,"1,135.42",0.05
2545.94,-2.08,532.620,-0.20,"1,133.29",-0.19
2546.16,0.01,531.050,-0.29,"1,131.43",-0.16
2506.96,-1.54,532.990,0.37,"1,129.08",-0.21
2467.42,-1.58,532.590,-0.08,"1,126.86",-0.20
2416.62,-2.06,532.740,0.03,"1,124.62",-0.20
2351.10,-2.71,533.910,0.22,"1,131.16",0.58
#N/A,#N/A,532.920,-0.19,"1,127.60",-0.31
2467.70,#N/A,532.220,-0.13,"1,135.84",0.73
2488.83,0.86,533.800,0.30,"1,131.54",-0.38
2485.74,-0.12,533.300,-0.09,"1,135.86",0.38
2506.85,0.85,535.400,0.39,"1,136.03",0.01
#N/A,#N/A,536.890,0.28,"1,160.40",2.15
2510.03,#N/A,538.440,0.29,"1,158.72",-0.14
2447.89,-2.48,538.360,-0.01,"1,179.29",1.78
2531.94,3.43,540.250,0.35,"1,167.87",-0.97
2549.69,0.70,537.070,-0.59,"1,157.87",-0.86
2574.41,0.97,536.810,-0.05,"1,161.08",0.28
2584.96,0.41,535.070,-0.32,"1,171.06",0.86
2596.64,0.45,533.270,-0.34,"1,154.88",-1.38
2596.26,-0.01,533.440,0.03,"1,154.14",-0.06
2582.61,-0.53,534.210,0.14,"1,161.03",0.60
2610.30,1.07,535.630,0.27,"1,181.96",1.80
2616.10,0.22,538.420,0.52,"1,192.61",0.90
2635.96,0.76,538.130,-0.05,"1,193.51",0.08
2670.71,1.32,536.280,-0.34,"1,164.61",-2.42
#N/A,#N/A,536.740,0.09,"1,165.91",0.11
2632.90,#N/A,533.770,-0.55,"1,142.37",-2.02
2638.70,0.22,533.960,0.04,"1,143.51",0.10
2642.33,0.14,535.500,0.29,"1,130.62",-1.13
2664.76,0.85,536.900,0.26,"1,132.21",0.14
2643.85,-0.78,536.970,0.01,"1,112.84",-1.71
2640.00,-0.15,538.420,0.27,"1,112.14",-0.06
2681.05,1.55,539.780,0.25,"1,113.74",0.14
2704.10,0.86,538.260,-0.28,"1,104.30",-0.85
2706.53,0.09,538.060,-0.04,"1,142.31",3.44
2724.87,0.68,537.080,-0.18,"1,138.90",-0.30
2737.70,0.47,535.740,-0.25,"1,150.88",1.05
2731.61,-0.22,536.050,0.06,"1,153.50",0.23
2706.05,-0.94,538.810,0.51,"1,146.65",-0.59
2707.88,0.07,540.140,0.25,"1,137.36",-0.81
2709.80,0.07,540.800,0.12,"1,150.12",1.12
2744.73,1.29,540.400,-0.07,"1,149.42",-0.06
2753.03,0.30,542.800,0.44,"1,173.46",2.09
2745.73,-0.27,543.670,0.16,"1,163.57",-0.84
2775.60,1.09,543.140,-0.10,"1,152.34",-0.97
#N/A,#N/A,543.730,0.11,"1,178.29",2.25
2779.76,#N/A,543.560,-0.03,"1,167.59",-0.91
2784.70,0.18,541.060,-0.46,"1,170.07",0.21
2774.88,-0.35,#N/A,#N/A,"1,178.54",0.72
2792.67,0.64,540.920,#N/A,"1,164.79",-1.17
2796.11,0.12,541.210,0.05,"1,168.41",0.31
2793.90,-0.08,542.680,0.27,"1,164.82",-0.31
2792.38,-0.05,542.640,-0.01,"1,172.88",0.69
2784.49,-0.28,543.590,0.18,"1,208.53",3.04
2803.69,0.69,542.950,-0.12,"1,194.71",-1.14
2792.81,-0.39,541.890,-0.20,"1,199.84",0.43
2789.65,-0.11,543.580,0.31,"1,189.77",-0.84
2771.45,-0.65,545.520,0.36,"1,191.74",0.17
2748.93,-0.81,546.450,0.17,"1,217.44",2.16
2743.07,-0.21,545.220,-0.23,"1,214.06",-0.28
2783.30,1.47,546.210,0.18,"1,221.62",0.62
2791.52,0.30,545.910,-0.05,"1,222.60",0.08
2810.92,0.69,546.310,0.07,"1,212.10",-0.86
2808.48,-0.09,545.150,-0.21,"1,215.44",0.28
2822.48,0.50,543.690,-0.27,"1,193.56",-1.80
2832.94,0.37,545.310,0.30,"1,195.14",0.13
2832.57,-0.01,548.450,0.58,"1,204.35",0.77
2824.23,-0.29,550.010,0.28,"1,193.94",-0.86
2854.88,1.09,549.560,-0.08,"1,190.66",-0.27
2800.71,-1.90,548.660,-0.16,"1,181.15",-0.80
2798.36,-0.08,549.240,0.11,"1,183.24",0.18
2818.46,0.72,547.530,-0.31,,
2805.37,-0.46,546.860,-0.12,,
2815.44,0.36,548.040,0.22,,
2834.40,0.67,548.190,0.03,,
2867.19,1.16,549.180,0.18,,
2867.24,0.00,552.370,0.58,,
2873.40,0.21,551.820,-0.10,,
2879.39,0.21,551.370,-0.08,,
2892.74,0.46,551.370,0.00,,
2895.77,0.10,548.540,-0.51,,
2878.20,-0.61,546.340,-0.40,,
2888.21,0.35,546.000,-0.06,,
2888.32,0.00,546.600,0.11,,
2907.41,0.66,546.090,-0.09,,
2905.58,-0.06,545.510,-0.11,,
2907.06,0.05,544.770,-0.14,,
2900.45,-0.23,544.860,0.02,,
2905.03,0.16,547.080,0.41,,
#N/A,#N/A,546.520,-0.10,,
2907.97,#N/A,547.110,0.11,,
2933.68,0.88,545.290,-0.33,,
2927.25,-0.22,546.570,0.23,,
2926.17,-0.04,545.830,-0.14,,
2939.88,0.47,546.060,0.04,,
2943.03,0.11,546.310,0.05,,
2945.83,0.10,547.800,0.27,,
2923.73,-0.75,548.800,0.18,,
2917.52,-0.21,550.250,0.26,,
2945.64,0.96,549.730,-0.09,,
2932.47,-0.45,550.640,0.17,,
2884.05,-1.65,548.380,-0.41,,
2879.42,-0.16,545.820,-0.47,,
2870.72,-0.30,545.130,-0.13,,
2881.40,0.37,545.180,0.01,,
2811.87,-2.41,546.660,0.27,,
2834.41,0.80,548.830,0.40,,
2850.96,0.58,549.540,0.13,,
2876.32,0.89,549.670,0.02,,
2859.53,-0.58,550.290,0.11,,
2840.23,-0.67,549.410,-0.16,,
2864.36,0.85,549.410,0.00,,
2856.27,-0.28,549.930,0.09,,
2822.24,-1.19,552.470,0.46,,
2826.06,0.14,551.960,-0.09,,
#N/A,#N/A,552.510,0.10,,
2802.39,#N/A,553.060,0.10,,
2783.02,-0.69,553.060,0.00,,
2788.86,0.21,551.230,-0.33,,
2752.06,-1.32,553.320,0.38,,
2744.45,-0.28,552.690,-0.11,,
2803.27,2.14,554.060,0.25,,
2826.15,0.82,550.520,-0.64,,
2843.49,0.61,550.670,0.03,,
2873.34,1.05,552.000,0.24,,
2886.73,0.47,552.340,0.06,,
2885.72,-0.03,552.770,0.08,,
2879.84,-0.20,552.950,0.03,,
2891.64,0.41,554.860,0.35,,
2886.98,-0.16,555.050,0.03,,
2889.67,0.09,554.870,-0.03,,
2917.75,0.97,553.730,-0.21,,
2926.46,0.30,555.020,0.23,,
2954.18,0.95,556.680,0.30,,
2950.46,-0.13,558.780,0.38,,
2945.35,-0.17,556.770,-0.36,,
2917.38,-0.95,555.730,-0.19,,
2913.78,-0.12,555.220,-0.09,,
2924.92,0.38,556.070,0.15,,
2941.76,0.58,556.770,0.13,,
2964.33,0.77,557.120,0.06,,
2973.01,0.29,556.830,-0.05,,
2995.82,0.77,558.490,0.30,,
#N/A,#N/A,559.970,0.27,,
2990.41,#N/A,559.540,-0.08,,
2975.95,-0.48,559.590,0.01,,
2979.63,0.12,559.640,0.01,,
2993.07,0.45,556.230,-0.61,,
2999.91,0.23,556.650,0.08,,
3013.77,0.46,554.840,-0.33,,
3014.30,0.02,554.050,-0.14,,
3004.04,-0.34,554.440,0.07,,
2984.42,-0.65,553.590,-0.15,,
2995.11,0.36,552.130,-0.26,,
2976.61,-0.62,552.550,0.08,,
2985.03,0.28,549.290,-0.59,,
3005.47,0.68,549.900,0.11,,
3019.56,0.47,549.670,-0.04,,
3003.67,-0.53,549.030,-0.12,,
3025.86,0.74,549.090,0.01,,
3020.97,-0.16,551.080,0.36,,
3013.18,-0.26,551.890,0.15,,
2980.38,-1.09,553.520,0.30,,
2953.56,-0.90,552.120,-0.25,,
2932.05,-0.73,554.490,0.43,,
2844.74,-2.98,553.950,-0.10,,
2881.77,1.30,555.460,0.27,,
2883.98,0.08,554.480,-0.18,,
2938.09,1.88,558.680,0.76,,
2918.65,-0.66,556.850,-0.33,,
2883.75,-1.20,557.080,0.04,,
