net balance,SP,BofA,MCSI
1.43,-0.61,-0.29,-0.08
-0.44,-1.46,1.04,0.24
0.16,-0.24,0.04,0.55
-2.70,0.24,0.01,-0.31
-2.39,1.22,-0.21,-0.44
0.81,-0.88,-0.67,0.53
-4.46,-0.40,0.70,-0.18
-1.08,0.35,-0.26,0.57
0.63,#N/A,-0.23,0.33
0.25,#N/A,0.19,0.72
0.37,-0.21,0.36,-0.63
-2.15,0.27,-0.16,-0.12
4.26,0.45,-0.05,0.72
-1.58,0.52,0.46,-0.12
0.36,-0.46,0.27,-0.47
0.98,0.16,-0.05,-0.27
-0.90,0.51,0.23,-0.44
0.99,-0.08,0.41,0.94
-0.14,-1.13,0.37,-0.30
0.74,0.92,0.06,-0.05
-0.98,-0.15,0.13,-0.96
-3.18,0.51,-0.33,0.52
0.65,0.24,0.03,-0.46
2.98,0.23,0.26,-0.90
-0.49,-0.41,-0.24,0.72
-0.80,0.28,-0.15,-0.84
-0.11,-0.37,-0.20,-0.82
3.66,-1.01,0.18,-0.87
-1.23,1.09,-0.34,-1.06
-1.05,0.29,0.40,-1.23
-0.37,-1.18,0.42,-0.17
-0.35,-0.45,0.29,0.01
-0.22,0.38,-0.14,0.30
-2.14,1.35,0.22,-0.26
1.05,-0.51,0.27,-0.45
-1.62,-0.29,-0.21,-0.75
0.46,-0.03,-0.31,-1.02
1.69,1.08,0.02,0.43
2.51,0.08,-0.30,-0.28
2.09,0.30,0.37,-1.40
-2.06,-0.06,0.00,0.08
-1.32,-0.09,0.47,-2.27
3.51,0.23,0.00,-0.91
-2.05,-0.22,-0.29,-1.19
2.11,#N/A,0.36,-0.64
-1.13,#N/A,-0.21,2.46
-0.45,0.92,0.19,-0.11
-0.71,-0.13,0.39,-0.03
0.05,-0.63,-0.04,-0.03
-1.10,0.21,0.16,-3.31
0.00,-0.10,0.37,4.23
-2.76,0.21,-0.05,1.21
0.26,-0.86,0.23,1.40
-1.81,-0.14,0.66,1.27
-0.76,-0.65,-0.34,-0.96
-5.89,0.04,0.11,4.01
1.08,1.20,0.38,0.14
0.05,0.17,-0.12,-0.61
2.86,-0.70,0.00,1.97
-1.71,-0.46,0.56,-0.02
1.29,0.57,-0.16,0.73
2.21,0.20,0.20,1.22
-0.50,0.99,-0.71,-2.49
1.21,-0.53,0.40,1.61
0.00,0.61,0.42,-0.67
-1.66,0.06,-0.66,-0.93
2.61,-0.74,-0.19,0.01
-1.66,-0.30,-0.31,-0.93
-0.79,-0.04,0.03,-0.39
-3.94,-2.09,0.56,-0.08
2.33,0.27,-0.29,0.19
1.58,0.69,-0.60,-0.02
-1.13,-0.03,-0.17,0.70
-2.29,#N/A,0.37,-0.06
1.64,#N/A,0.38,-1.15
0.63,0.61,-0.29,0.93
2.64,-1.67,-0.17,0.32
0.08,0.23,0.08,0.01
-1.12,1.23,0.28,-0.07
-0.56,1.11,0.42,-0.04
-0.25,0.45,0.25,-0.10
2.57,-0.07,-0.01,-1.25
-2.22,0.80,-0.29,-0.47
0.00,0.11,0.56,-1.58
0.37,0.08,0.26,1.13
-0.57,-0.43,-0.24,-0.45
0.30,-0.24,-0.05,1.27
2.47,-0.57,-0.12,-0.83
0.00,-1.07,0.16,-1.18
-1.11,-0.58,0.13,2.25
-1.12,1.24,0.38,-1.32
-0.18,0.73,-0.07,-0.99
-0.66,0.00,0.03,-0.49
0.00,-0.23,0.03,1.40
-1.14,-0.28,-0.23,-0.69
-0.58,-0.22,-0.11,0.16
0.00,0.31,-0.28,0.23
0.00,-0.78,-0.41,-1.93
0.00,-0.29,0.48,-0.58
0.49,1.28,0.13,0.33
0.00,-0.96,0.03,2.91
0.00,0.10,-0.24,1.43
-0.32,-0.13,-0.05,-0.24
0.00,0.39,0.10,-1.53
0.00,0.52,-0.50,-0.04
0.56,-0.26,-0.27,0.94
1.06,-0.83,0.20,0.99
-0.57,-2.11,0.35,0.29
-1.15,-3.19,0.01,0.96
0.00,-3.94,-0.03,-1.48
1.11,-1.35,0.29,-0.18
-1.15,3.90,-0.22,1.28
-1.16,2.43,0.48,-0.13
0.00,0.06,-0.29,2.02
-0.22,-0.84,-0.13,-0.04
0.00,-2.96,-0.60,-0.92
-0.21,1.83,0.22,1.34
0.00,0.12,0.01,0.61
0.11,-1.53,-0.55,-0.50
-0.80,#N/A,-0.76,0.79
1.25,#N/A,0.40,-0.46
0.24,-1.39,0.00,0.05
1.17,0.53,-0.14,0.08
-1.51,0.45,0.14,-0.47
0.00,-0.41,0.38,1.10
-1.27,1.28,0.25,-0.24
3.14,0.87,-0.78,-0.69
0.00,-0.26,0.01,1.13
-1.86,-1.62,0.34,-0.31
0.95,0.46,0.17,0.45
0.28,-1.23,0.22,0.07
-1.89,-0.20,-0.85,-1.23
-1.18,-0.34,-0.21,0.26
-0.43,-0.05,0.05,-0.53
-0.79,-2.57,0.46,0.13
4.96,0.12,-1.05,0.53
0.00,1.91,-0.34,0.65
-0.58,0.20,0.10,-0.02
1.31,1.43,-0.15,-0.94
1.29,1.83,0.23,-0.68
0.60,-0.36,-0.80,-0.87
3.04,0.80,-0.24,-0.51
2.13,0.88,0.16,0.02
-0.46,0.07,0.84,0.91
0.23,0.13,-0.11,0.01
-0.24,-0.68,0.10,0.39
0.00,-0.47,-0.14,0.22
1.40,1.49,-0.26,0.07
-0.66,0.46,0.01,-1.03
-0.85,0.03,0.25,0.24
-2.15,-0.14,-0.62,-0.53
-1.10,-0.58,0.79,-1.69
-1.20,1.66,-0.14,-0.15
0.30,1.10,0.45,1.14
-1.39,-0.19,-0.18,-0.23
-1.88,-0.26,-0.05,-0.74
2.26,1.18,-0.73,0.57
-1.13,-0.04,0.32,0.08
-1.15,-0.48,0.45,0.91
-3.48,1.19,0.16,-1.25
1.52,0.27,-0.07,0.32
0.44,-0.35,-0.11,0.90
0.67,-0.11,0.25,0.56
3.38,-0.03,-0.13,0.27
2.14,-0.98,0.03,-0.21
0.47,0.15,-0.20,0.25
3.94,-0.32,0.18,-0.16
-2.21,-1.40,-0.59,0.74
0.45,-1.12,0.24,-0.48
-3.07,1.49,0.09,-1.11
-1.01,-0.13,0.48,-0.87
2.73,1.62,-0.55,0.66
-2.34,-0.11,0.24,-0.09
-0.32,0.38,0.28,-0.63
-0.89,-0.12,-0.27,0.39
-0.33,0.12,-0.24,-0.16
2.31,-0.01,-0.30,0.14
-0.24,#N/A,-0.19,-0.76
-3.91,#N/A,-0.56,-0.56
2.79,-0.46,0.10,-1.29
2.22,1.07,-0.40,0.18
2.21,-1.10,0.46,-0.01
0.26,-1.44,-0.34,0.08
-3.75,2.05,0.31,-0.86
-1.12,-0.70,0.23,1.80
0.00,-0.65,-0.01,-0.45
0.51,-0.77,-0.01,0.22
0.87,0.23,0.23,-0.35
2.46,-1.94,-0.09,-0.02
0.55,0.48,0.03,-0.33
0.00,1.06,0.66,0.41
-2.18,1.45,-0.11,-0.92
-2.04,-1.50,0.25,-0.46
2.09,-1.78,0.12,0.39
-0.90,0.78,0.19,-1.43
-1.42,0.88,0.02,-0.50
1.11,1.24,-0.25,-0.40
-2.33,-0.16,-0.61,0.17
0.28,#N/A,0.51,-1.19
0.49,#N/A,-0.04,-0.18
0.41,1.06,-0.23,-1.23
0.35,-0.72,0.40,-0.13
-1.98,-0.94,0.40,0.60
0.00,#N/A,0.03,0.39
2.73,#N/A,0.23,1.86
-0.27,0.20,0.07,0.89
-2.95,-1.31,0.56,0.36
-3.81,-2.37,-0.24,-0.76
-1.31,-1.08,-0.13,-0.73
4.97,0.09,-0.20,0.61
0.00,0.78,-0.01,-0.70
-0.28,-2.50,-0.01,-1.02
-0.40,1.67,-0.23,-0.01
-0.59,-2.16,-0.22,0.47
-0.98,#N/A,0.02,-0.96
0.06,#N/A,-0.25,0.40
-5.02,-1.17,0.19,-1.97
-0.13,0.52,0.05,-1.36
-4.38,2.03,-0.01,0.09
-2.64,-1.56,0.17,-0.44
-2.03,1.41,-0.26,0.14
-0.31,-1.09,-0.32,0.97
1.45,0.55,-0.01,1.49
-0.90,2.48,-0.04,0.19
-2.06,-0.04,0.04,-1.15
4.33,-1.87,0.38,-0.63
-2.42,0.50,0.20,-0.59
0.99,0.15,-0.08,1.23
2.32,-1.85,0.46,-0.06
0.67,-1.42,0.14,-0.20
1.26,-0.07,0.06,0.39
-0.40,-0.02,-0.19,0.71
-0.64,-1.23,-0.05,0.24
0.18,1.95,#N/A,-1.04
0.00,#N/A,#N/A,-1.03
2.64,#N/A,0.31,1.47
3.17,1.65,-0.25,0.17
0.75,-0.47,0.31,-2.32
-1.24,0.00,0.19,-0.39
-0.26,1.45,0.01,-1.12
0.54,-1.25,0.03,1.92
0.00,0.44,0.20,0.66
0.56,1.13,0.15,0.67
4.41,-0.19,0.28,0.41
-1.46,-0.81,0.01,0.92
0.40,2.39,0.09,-0.76
-2.73,0.41,-0.26,0.09
-1.45,0.35,0.23,-0.04
0.00,0.33,-0.25,0.01
1.66,0.09,0.26,-0.43
1.47,-1.12,0.23,-0.53
-4.01,0.51,0.23,-0.07
-0.45,0.02,-0.34,-0.66
1.66,1.64,-0.03,-0.42
0.03,-0.13,0.06,-1.11
-1.88,-0.18,0.16,0.06
-1.07,0.56,0.02,-0.14
-2.09,0.66,-0.08,-0.10
4.50,0.44,0.37,2.48
0.28,0.10,-0.05,-0.21
3.13,-0.09,0.03,-1.60
-0.77,-0.64,0.07,-1.09
0.00,-0.04,0.38,1.97
-6.01,#N/A,-0.45,1.35
-2.12,#N/A,0.17,-0.56
1.55,0.88,-0.05,-0.99
2.85,0.44,0.01,0.82
-2.58,-0.20,0.35,-0.55
-4.88,0.63,-0.24,0.01
-2.07,-0.32,0.21,-2.58
-0.69,-1.01,-0.15,2.97
3.20,1.05,-0.49,0.51
-0.05,-1.20,0.63,-0.12
0.08,0.28,0.23,3.13
0.21,-0.27,-0.20,0.83
2.86,0.97,-0.01,2.25
2.12,1.00,-0.11,-1.77
-3.93,0.02,-0.02,0.81
-1.98,-0.10,0.47,1.34
6.03,0.65,0.11,0.35
0.25,0.31,-0.45,0.17
2.62,0.08,-0.51,0.57
3.54,-0.52,-0.27,-1.33
0.52,0.00,-0.10,-0.95
-1.00,-0.18,-0.17,-0.50
0.61,0.19,0.03,1.25
5.06,0.16,0.33,-0.67
3.46,-0.92,0.28,-0.18
2.02,-0.51,-0.27,0.81
0.01,0.78,0.75,0.30
-1.11,-0.87,0.51,1.19
0.71,-0.59,0.04,1.31
0.00,-0.02,0.10,-0.50
0.56,0.32,-0.28,-0.10
0.00,0.08,0.10,1.85
-4.54,1.25,-0.10,0.19
0.61,-0.96,0.23,0.36
-2.30,-0.02,-0.27,0.22
2.73,-0.85,-0.36,-0.29
0.90,0.98,0.30,-0.35
-2.22,-0.94,-0.23,-0.55
1.89,0.02,0.34,-0.66
-1.71,-0.37,-0.12,0.36
0.58,0.60,0.23,1.23
-0.14,-0.21,0.80,2.18
-1.16,1.37,0.01,-0.64
1.68,0.70,0.34,-0.61
0.63,-0.02,0.75,0.10
-0.57,0.43,0.11,-0.15
0.00,#N/A,0.71,-0.48
0.00,#N/A,-0.73,0.09
0.00,0.11,0.44,-0.56
0.00,0.28,0.73,-0.26
0.39,-0.29,0.34,0.13
0.00,0.49,-0.99,0.84
0.00,0.13,0.48,0.55
0.00,0.33,-0.35,-0.25
0.00,-0.17,0.47,-0.10
-1.15,-0.92,0.23,-0.10
0.00,-0.81,0.42,0.43
-0.58,-0.18,0.15,0.47
-1.17,-0.18,-0.08,-0.16
-1.18,0.31,-0.29,0.24
-0.60,-0.33,-0.86,-0.71
0.00,0.58,0.14,0.31
0.00,0.27,0.34,0.35
0.00,-0.17,-0.38,-0.75
0.00,1.34,0.56,1.07
-1.20,-3.59,-0.27,0.23
-1.22,-1.81,0.43,-0.50
0.00,1.78,0.83,-0.11
2.33,1.70,0.03,-0.06
-0.84,1.36,0.18,-0.44
0.00,0.19,-0.38,-0.83
-0.61,#N/A,0.24,-0.59
0.00,#N/A,0.36,0.25
-1.22,0.54,-0.12,-0.83
-2.47,-0.09,-0.60,-0.44
2.12,1.53,0.03,-0.04
0.00,0.34,-0.35,0.17
0.65,0.70,0.05,-0.45
0.00,0.01,0.85,0.74
0.05,0.53,-0.13,0.31
-1.85,-0.09,0.38,0.60
-0.39,0.24,0.79,0.41
0.70,-0.14,-0.51,0.55
0.71,0.43,-0.61,0.37
-1.40,-0.36,-0.51,0.08
0.25,0.46,0.17,-0.12
-0.28,-0.30,0.26,0.44
-5.79,0.03,0.33,-0.23
-2.01,-0.12,0.76,-0.52
-2.87,0.16,0.00,-0.38
2.02,0.16,-0.78,-0.27
1.15,-0.13,-0.44,-0.22
1.79,-0.64,-0.36,0.34
0.51,0.31,0.03,-0.37
1.70,0.02,-0.51,-0.48
2.08,0.86,-0.28,0.07
0.72,-0.09,0.49,0.19
-1.27,0.04,-0.26,-0.08
1.29,-0.29,0.56,-0.46
0.69,0.47,0.04,0.88
1.86,-0.08,0.06,-0.13
0.34,0.28,0.02,-0.55
-0.14,-0.55,0.06,0.64
-2.18,0.19,0.01,0.27
2.77,0.22,0.78,0.29
2.13,-0.14,-0.45,0.66
1.76,-0.06,-0.59,0.50
-0.57,0.20,0.52,-0.15
2.29,-0.52,0.77,-0.75
1.35,-0.14,1.00,0.26
0.70,-0.16,-0.42,1.23
0.95,0.52,-0.44,-0.82
-0.38,-0.20,0.05,-0.14
-1.64,-0.24,0.37,-0.60
2.68,0.00,-0.56,-0.24
-1.47,0.42,0.43,0.27
0.11,#N/A,-0.60,-0.37
0.23,#N/A,0.01,-0.55
-0.34,-0.01,0.11,-0.58
-1.77,-0.22,-0.19,0.10
-1.74,-2.45,0.05,0.75
-1.49,1.47,0.26,-0.43
-1.37,-1.48,-0.30,0.31
-2.43,-0.06,0.19,-0.95
-1.85,1.01,0.07,0.25
-1.27,-0.38,0.39,-1.05
1.51,0.00,0.01,0.97
0.57,0.03,-0.61,0.64
0.10,1.09,-0.05,-0.33
2.16,0.65,-0.21,0.45
-1.57,-0.57,-0.76,-1.68
2.74,-0.86,-0.41,0.64
0.61,0.64,0.56,0.76
0.69,0.53,-0.09,0.32
0.00,-0.93,-0.17,0.45
-4.25,0.80,0.31,0.10
0.46,-0.33,0.32,-0.30
0.51,-0.50,-0.53,0.26
1.78,0.43,0.14,0.88
0.59,0.05,0.22,-0.46
-0.27,-0.33,0.39,-0.08
0.67,0.46,-0.11,0.27
2.57,-1.24,0.43,-0.08
-0.31,0.11,0.21,-0.66
-0.14,-0.31,-0.59,-0.16
-0.98,0.02,-0.31,0.15
-2.43,-0.30,0.08,0.06
-0.37,0.62,-0.47,0.56
-0.62,0.22,#N/A,-0.74
-1.39,-0.14,#N/A,0.15
-2.54,-0.01,0.69,-0.74
-3.79,0.47,0.03,-0.98
2.55,-0.38,0.16,-0.19
1.75,-0.17,0.00,-1.19
1.81,-0.30,#N/A,0.06
-0.84,-0.31,#N/A,1.06
-5.23,-0.01,-0.20,-0.63
-1.44,-0.68,-0.02,1.95
0.66,-0.65,0.26,1.45
0.10,-0.44,-0.01,-1.33
2.21,-0.17,0.00,0.07
-3.44,2.22,0.29,1.13
-1.46,0.38,-0.11,0.05
2.90,1.11,0.47,0.88
-2.70,0.20,0.03,-0.65
0.60,-0.14,0.07,-0.41
0.62,-0.01,-0.20,-0.07
0.33,0.75,-0.38,0.29
1.47,-0.16,-0.25,0.22
-2.12,0.47,-0.13,-0.03
-2.34,-0.24,-0.05,0.28
-0.21,0.75,0.28,-0.43
-1.41,0.22,0.32,-0.20
5.13,0.08,0.18,-0.15
0.64,#N/A,0.47,-0.75
3.82,#N/A,0.13,-0.67
0.22,-0.53,-0.17,0.16
1.09,0.13,-0.03,-0.65
-1.29,-0.27,-0.61,0.49
-0.80,-0.35,0.38,0.40
-1.58,0.04,-0.34,-0.96
-3.34,0.58,0.11,-0.49
0.03,0.34,-0.24,-0.10
3.58,1.32,0.52,0.60
-0.28,0.22,-0.17,0.73
-0.84,0.59,0.36,-0.01
0.38,-0.11,-0.03,-0.72
0.92,0.65,-0.38,-0.15
0.03,-0.81,-0.02,-0.30
1.57,0.39,0.03,-0.57
-0.66,-0.18,-0.18,-0.63
0.88,0.20,0.24,-0.36
0.00,0.36,0.15,0.73
-1.31,-0.25,0.07,-0.22
0.00,-0.19,0.35,0.39
-0.11,0.13,-0.01,0.51
2.68,#N/A,-0.14,-0.78
0.00,#N/A,-0.30,0.54
0.00,-0.84,0.32,0.66
0.86,-0.03,-0.17,-0.80
0.00,-0.46,0.25,0.52
0.00,#N/A,-0.18,1.35
1.65,#N/A,-0.26,0.16
0.00,0.57,-0.07,-0.62
0.00,-0.08,0.17,1.03
1.06,0.35,-0.34,0.24
0.00,-0.35,-0.90,0.89
-1.25,0.00,0.15,-0.45
2.23,0.28,-0.05,1.05
0.00,-0.21,-0.44,0.43
0.00,0.18,0.14,-0.04
0.00,#N/A,0.45,0.20
-1.23,#N/A,0.12,-0.27
0.00,0.18,0.22,-1.21
-1.25,-0.36,-0.02,0.25
-1.27,0.34,0.28,0.20
0.00,-0.27,-0.03,-0.67
0.90,0.66,0.21,-0.69
-2.54,0.80,-0.37,-0.09
1.61,-0.07,0.00,-0.54
0.00,-0.09,0.13,-0.10
2.51,-0.60,-0.46,0.00
0.00,-0.09,0.22,-0.20
-0.21,0.03,0.29,-0.57
0.55,0.06,#N/A,-0.23
-1.42,0.73,#N/A,-0.23
0.44,-0.21,0.29,-0.43
0.41,0.02,-0.29,0.90
1.04,0.07,-0.07,0.07
0.00,0.58,0.33,-0.69
-1.44,0.36,0.12,0.02
0.00,0.52,-0.20,0.35
-0.11,0.40,0.16,0.17
1.56,0.50,0.05,-0.40
-1.52,-0.09,-0.13,0.22
-0.66,0.17,0.22,-2.07
1.63,#N/A,-0.23,0.09
-0.81,#N/A,-0.18,-0.07
0.48,-0.11,0.13,0.28
-2.89,0.04,0.07,1.53
-0.59,0.15,0.13,1.89
6.07,0.10,-0.24,0.46
0.29,-0.26,0.17,0.52
1.51,1.37,0.03,0.39
1.34,-0.59,0.22,0.54
-0.08,0.05,0.05,0.34
2.18,-0.33,0.22,0.71
0.33,-0.29,-0.10,-0.53
2.20,-0.23,-0.08,-0.49
-5.10,0.08,0.22,-0.51
1.11,0.33,0.24,0.33
-2.90,0.04,0.01,-1.24
1.63,-0.34,0.04,-0.22
-0.60,0.84,0.29,-0.54
-0.45,-0.16,-0.25,0.39
2.04,-0.13,-0.05,0.57
2.62,-0.20,-0.41,-0.07
1.82,-1.24,0.46,-0.66
1.96,0.19,-0.29,-0.20
0.48,-0.11,0.06,-0.82
-4.98,-0.08,0.02,0.35
-1.19,-0.10,0.10,0.21
-1.96,0.73,0.43,-0.56
-2.82,0.11,0.24,-1.12
-0.10,0.29,0.47,1.28
3.42,-0.23,-0.18,-0.76
-0.60,-0.16,-0.14,0.62
-1.82,0.06,-0.56,1.05
-1.69,-0.31,0.05,0.19
4.57,0.19,0.03,0.67
-1.72,-0.08,0.30,-0.03
1.24,0.07,-0.35,-0.82
2.11,-0.14,0.33,-0.74
0.51,-0.38,-0.04,1.04
-0.04,-0.68,0.23,-0.14
-1.32,#N/A,0.02,-0.76
-0.90,#N/A,-0.24,0.13
0.00,-0.29,-0.02,-0.49
1.89,-0.17,0.27,0.60
0.00,0.76,-0.35,0.86
-1.47,-0.30,0.42,0.93
-0.45,1.08,-0.10,0.04
1.20,0.61,0.08,-0.31
-0.62,-0.05,0.23,-1.50
-0.59,0.06,-0.36,-0.37
1.61,-0.19,0.01,-1.19
5.24,0.17,0.49,-1.14
0.86,0.12,-0.27,0.90
-1.82,-0.13,0.01,-0.16
-0.89,0.06,0.17,-0.27
7.55,0.41,0.27,0.17
-2.33,0.00,0.28,1.52
1.03,-0.10,0.08,-0.16
1.62,0.11,0.07,-1.03
-2.12,-0.22,0.10,-1.56
-0.98,-0.15,-0.02,0.65
-0.46,0.48,0.31,2.35
-4.25,-0.07,-0.18,0.03
2.28,-1.82,0.20,-0.64
0.00,0.37,-0.15,0.16
-0.11,0.68,0.37,-0.62
-0.36,0.52,0.21,-2.03
0.75,0.18,0.29,-0.54
-1.07,0.25,-0.06,-0.78
-3.06,0.44,-0.12,-1.02
-0.58,0.03,-0.49,1.57
-1.86,#N/A,0.36,1.09
-1.91,#N/A,0.00,-0.91
1.47,-0.05,-0.05,-0.46
-0.27,0.76,0.22,-0.52
0.31,0.37,-0.55,0.40
1.94,-0.12,0.16,-1.68
-0.59,-0.28,-0.41,0.17
0.53,0.16,-0.11,-0.22
-2.40,0.03,-0.06,1.08
-0.45,-0.08,0.16,0.19
0.59,-0.10,-0.02,0.93
2.77,0.45,-0.41,-2.22
-2.87,-0.10,-0.40,-0.64
0.52,-0.22,-0.11,1.71
1.06,0.03,0.13,1.62
1.56,0.83,0.09,-0.53
-1.60,-0.67,-0.02,-1.67
0.16,-0.06,0.43,-0.68
-0.83,-0.05,0.27,0.70
2.10,0.16,-0.07,1.48
-0.17,0.03,0.16,2.29
-3.30,-0.81,0.11,-1.64
0.13,0.88,-0.13,-0.28
-1.48,-0.86,0.18,2.76
0.62,0.15,0.31,1.32
0.42,0.23,0.02,0.24
2.09,#N/A,-0.09,-0.30
2.81,#N/A,-0.07,0.37
-4.18,-0.94,-0.44,0.25
0.01,0.64,0.14,-0.21
-1.13,0.09,-0.07,-0.64
0.64,-0.08,0.01,-0.18
4.75,0.73,-0.38,0.41
1.80,0.19,-0.02,-0.74
-0.24,0.47,-0.28,-1.13
2.09,-0.01,0.20,1.01
-2.57,0.06,0.07,-0.65
0.23,0.54,0.18,0.18
-0.57,-0.02,0.09,-0.03
-3.46,-0.04,0.05,2.09
-0.17,-0.11,0.31,1.45
-0.22,0.29,0.18,1.87
2.07,0.03,0.34,0.64
0.13,-0.10,-0.12,1.43
-1.62,-0.13,0.02,-0.64
-0.11,-0.07,0.02,1.04
3.19,0.24,0.05,-0.24
3.81,0.05,0.09,-0.21
2.45,-0.22,-0.05,-1.65
0.12,0.19,-0.26,-1.18
-2.35,0.16,-0.41,0.17
-0.77,-0.24,0.02,-0.94
-0.05,-0.04,0.15,0.00
-3.37,-1.45,0.21,-0.37
-1.30,0.13,0.18,-0.35
-0.15,1.00,0.11,2.71
-0.18,-0.05,0.01,-1.12
-0.97,0.14,-0.31,4.07
-2.38,-1.54,-0.40,1.31
2.99,-0.18,-0.04,-0.63
-1.06,0.12,0.33,-0.72
-1.09,0.99,-0.06,-0.84
2.06,-0.35,0.20,0.25
0.60,-0.21,-0.01,-0.09
-1.12,0.17,-0.29,0.18
-2.39,0.05,0.31,-0.99
3.07,0.08,0.25,0.97
1.14,0.46,#N/A,-0.47
-1.79,0.57,#N/A,0.52
-1.57,0.20,-0.16,-0.09
-2.54,#N/A,-0.10,-0.47
0.71,#N/A,0.17,0.63
3.60,0.31,-0.25,0.31
-3.58,-0.02,0.46,-0.35
0.96,-0.15,0.12,1.19
-5.73,1.08,-0.02,0.13
2.28,0.34,0.02,-0.42
0.97,0.08,0.06,1.17
0.56,-0.11,-0.02,0.09
0.21,0.18,-0.16,-0.50
-0.75,0.15,0.04,-0.15
-0.42,0.11,-0.18,0.02
3.37,0.06,-0.22,0.42
0.59,-0.30,-0.16,0.57
4.39,0.06,0.01,1.68
2.44,-0.22,-0.02,-0.33
-3.41,0.01,0.17,-1.22
2.16,0.41,0.12,-0.91
-1.89,0.12,0.10,0.88
1.31,0.37,-0.03,0.47
-0.42,0.39,0.01,0.12
-2.91,0.22,-0.05,-0.86
-2.63,0.12,0.10,-0.19
-0.90,0.56,0.05,0.03
1.13,-0.11,0.09,-0.51
-1.23,-0.18,-0.25,-0.25
1.84,0.23,0.09,0.01
-0.16,0.18,-0.17,0.85
-0.79,-0.17,-0.18,-0.47
-1.23,0.09,-0.13,0.01
-0.62,0.18,0.14,-0.69
0.01,0.07,-0.25,-1.58
-0.58,0.07,-0.41,1.09
0.58,0.03,0.18,0.33
-1.26,0.51,0.01,-0.97
0.55,-0.40,0.28,-0.07
0.63,0.16,-0.08,-0.98
-0.63,-0.47,#N/A,-1.23
0.00,0.13,#N/A,-1.88
0.00,0.81,0.30,-0.03
-1.26,-0.32,0.00,0.94
0.00,0.09,-0.16,-0.54
-0.64,0.16,#N/A,0.21
0.76,0.02,#N/A,-0.48
-0.64,0.31,-0.37,-0.02
3.74,0.13,-0.05,0.11
1.43,-0.02,0.12,-0.58
1.63,0.14,0.22,-0.92
0.61,-0.38,0.09,0.28
4.05,-0.09,-0.16,0.10
-1.15,0.10,0.15,0.47
-1.16,-0.23,0.13,-0.22
0.00,-0.55,0.19,-0.66
0.00,0.82,0.01,-0.55
0.00,-0.26,-0.34,0.75
1.04,0.13,0.26,-0.34
1.87,0.65,0.03,-0.44
-1.14,-0.08,0.06,-0.08
-1.16,#N/A,-0.02,-0.01
-1.17,#N/A,-0.08,-0.50
0.00,-0.04,-0.67,-0.25
0.59,0.98,-0.10,0.00
-0.17,-0.04,-0.13,-1.19
1.66,0.82,-0.17,0.06
0.00,-0.20,0.03,-0.81
-0.58,-0.11,-0.12,1.13
0.00,-0.37,0.24,1.51
0.00,-0.01,-0.27,1.96
-1.17,0.29,0.28,-0.99
-0.15,0.55,0.15,1.03
0.00,0.32,-0.02,-0.64
3.13,0.15,0.15,2.29
-4.59,-0.05,-0.28,0.00
0.00,-0.41,-0.23,-1.03
-3.20,0.90,0.36,-1.06
0.00,0.54,-0.10,-0.24
-0.76,-0.32,0.03,-1.46
-0.25,-0.08,-0.28,-0.08
-1.25,0.20,0.00,-1.67
-2.23,-0.05,0.31,0.96
-1.35,#N/A,0.13,0.23
-1.33,#N/A,0.51,0.19
1.50,0.08,0.10,-0.38
1.00,0.18,-0.15,-0.91
-0.79,-0.52,0.06,-1.05
-0.34,#N/A,0.18,1.85
-0.99,#N/A,-0.22,1.72
2.54,0.64,-0.11,-0.08
2.66,0.40,-0.32,-0.46
0.73,0.70,-0.36,-0.76
1.34,0.17,-0.35,0.58
-2.39,0.13,0.02,0.43
-0.21,-0.11,0.24,-0.73
-1.91,0.70,0.02,0.27
-0.89,0.67,-0.15,-0.61
-3.17,#N/A,0.19,0.66
4.72,#N/A,0.27,-0.20
-0.64,0.94,0.35,0.60
-3.30,-0.16,-0.26,0.14
-0.23,0.44,0.04,0.18
-2.18,0.81,0.13,-0.63
2.80,0.22,-0.04,0.32
-0.56,-0.06,0.09,-1.93
-4.71,0.06,0.29,-0.90
0.68,1.18,-0.13,-0.06
1.93,-0.67,#N/A,0.58
1.72,-1.09,#N/A,0.00
-1.05,0.05,0.14,0.93
3.19,-0.06,-0.15,0.44
-1.53,-2.12,0.31,-1.42
-1.01,-4.10,0.43,-1.13
-0.68,1.74,0.68,0.00
1.70,-0.50,-0.28,0.08
0.49,-3.75,-0.15,-2.26
3.52,1.49,-0.38,0.43
-0.65,1.39,0.11,-0.55
0.08,0.26,0.50,1.00
0.82,1.34,0.21,-0.26
-3.22,1.21,-0.18,0.03
-0.02,0.04,0.05,-0.40
-3.33,#N/A,0.15,-0.75
0.48,#N/A,-0.16,-2.72
-3.43,-0.55,0.05,0.32
-0.30,0.10,-0.03,0.60
0.00,1.60,0.03,-2.06
-0.85,1.18,-0.11,0.11
-1.12,-1.27,0.37,0.33
-2.91,-1.11,-0.09,-0.97
-3.67,-1.33,-0.02,-0.60
-0.88,0.51,0.30,-0.88
6.30,1.10,0.05,-0.86
0.62,0.26,-0.78,-1.80
-1.47,-0.05,-0.16,-1.08
4.99,0.45,-0.12,1.35
-1.42,1.74,0.15,-0.67
0.19,-0.13,-0.14,1.91
1.11,-0.64,-0.58,2.95
-1.85,-0.57,-0.10,2.07
-1.38,-0.08,-0.30,-0.03
